group Hezbollah
Hezbollah_g-270d2017-11-17.txt 0.620973
Hezbollah_g-213d2017-11-17.txt 0.99961
Hezbollah_g-671d2017-11-17.txt 0.999982
Hezbollah_g-293d2017-11-17.txt 0.999986
Hezbollah_g-311d2017-11-17.txt 0.999982
Hezbollah_g-193d2017-11-17.txt 0.999827
Hezbollah_g-29d2017-11-17.txt 0.999988
Hezbollah_g-394d2017-11-17.txt 0.202388
Hezbollah_g-165d2017-11-17.txt 0.53006
Hezbollah_g-305d2017-11-17.txt 0.999898
Hezbollah_g-163d2017-11-17.txt 0.999987
Hezbollah_g-39d2017-11-17.txt 0.998288
Hezbollah_g-182d2017-11-17.txt 0.489961
Hezbollah_g-169d2017-11-17.txt 0.604302
Hezbollah_g-453d2017-11-17.txt 0.999982
Hezbollah_g-192d2017-11-17.txt 0.999914
Hezbollah_g-89d2017-11-17.txt 0.999989
Hezbollah_g-156d2017-11-17.txt 0.869972
Hezbollah_g-1d2017-11-17.txt 0.000346924
Hezbollah_g-418d2017-11-17.txt 0.73416
Hezbollah_g-573d2017-11-17.txt 0.888835
Hezbollah_g-674d2017-11-17.txt 0.999979
Hezbollah_g-625d2017-11-17.txt 0.196907
Hezbollah_g-530d2017-11-17.txt 0.988242
Hezbollah_g-385d2017-11-17.txt 0.0138491
Hezbollah_g-509d2017-11-17.txt 0.499071
Hezbollah_g-387d2017-11-17.txt 0.999986
Hezbollah_g-344d2017-11-17.txt 0.646816
Hezbollah_g-285d2010-07-03.txt 0.999994
Hezbollah_g-525d2017-11-17.txt 0.999984
Hezbollah_g-570d2017-11-17.txt 0.99998
Hezbollah_g-160d2017-11-17.txt 0.999985
Hezbollah_g-629d2017-11-17.txt 0.999991
Hezbollah_g-380d2017-11-17.txt 0.998577
Hezbollah_g-189d2017-11-17.txt 0.517042
Hezbollah_g-391d2017-11-17.txt 0.999985
Hezbollah_g-543d2017-11-17.txt 0.999966
Hezbollah_g-675d2017-11-17.txt 0.999946
Hezbollah_g-368d2017-11-17.txt 0.427811
Hezbollah_g-561d2010-02-12.txt 0.999994
Hezbollah_g-454d2017-11-17.txt 0.999751
Hezbollah_g-547d2017-11-17.txt 0.668455
Hezbollah_g-112d2017-11-17.txt 0.974213
Hezbollah_g-550d2017-11-17.txt 0.99995
Hezbollah_g-113d2017-11-17.txt 0.999984
Hezbollah_g-490d2017-11-17.txt 0.999761
Hezbollah_g-308d2017-11-17.txt 0.270276
Hezbollah_g-396d2009-01-18.txt 0.998924
Hezbollah_g-106d2017-11-17.txt 0.999992
Hezbollah_g-627d2017-11-17.txt 0.376698
Hezbollah_g-524d2017-11-17.txt 0.666943
Hezbollah_g-480d2017-11-17.txt 0.31838
Hezbollah_g-265d2010-07-21.txt 0.999974
Hezbollah_g-401d2017-11-17.txt 0.999987
Hezbollah_g-527d2017-11-17.txt 0.999984
Hezbollah_g-290d2017-11-17.txt 0.999982
Hezbollah_g-148d2017-11-17.txt 0.488828
Hezbollah_g-44d2017-11-17.txt 0.476637
Hezbollah_g-114d2017-11-17.txt 0.995951
Hezbollah_g-382d2017-11-17.txt 0.999992
Hezbollah_g-585d2017-11-17.txt 0.0635345
Hezbollah_g-652d2017-11-17.txt 0.901786
Hezbollah_g-498d2017-11-17.txt 0.99998
Hezbollah_g-587d2017-11-17.txt 0.992552
Hezbollah_g-342d2017-11-17.txt 0.999948
Hezbollah_g-457d2017-11-17.txt 0.00186342
Hezbollah_g-280d2017-11-17.txt 0.999989
Hezbollah_g-27d2017-11-17.txt 0.994497
Hezbollah_g-531d2017-11-17.txt 0.730446
Hezbollah_g-559d2017-11-17.txt 0.999985
Hezbollah_g-267d2017-11-17.txt 0.506216
Hezbollah_g-326d2017-11-17.txt 0.999972
Hezbollah_g-469d2017-11-17.txt 0.236432
Hezbollah_g-226d2017-11-17.txt 0.143107
Hezbollah_g-259d2017-11-17.txt 0.999676
Hezbollah_g-197d2017-11-17.txt 0.00238568
Hezbollah_g-468d2017-11-17.txt 0.999983
Hezbollah_g-28d2017-11-17.txt 0.999991
Hezbollah_g-615d2017-11-17.txt 0.00101575
Hezbollah_g-301d2017-11-17.txt 0.886675
Hezbollah_g-348d2017-11-17.txt 0.999713
Hezbollah_g-664d2017-11-17.txt 0.0183812
Hezbollah_g-600d2017-11-17.txt 0.000255586
Hezbollah_g-11d2017-11-17.txt 0.999981
Hezbollah_g-134d2017-11-17.txt 0.29487
Hezbollah_g-22d2017-11-17.txt 0.999873
Hezbollah_g-542d2017-11-17.txt 0.999991
Hezbollah_g-336d2017-11-17.txt 0.99999
Hezbollah_g-94d2017-11-17.txt 0.999927
Hezbollah_g-38d2017-11-17.txt 0.999913
Hezbollah_g-571d2017-11-17.txt 0.596977
Hezbollah_g-242d2017-11-17.txt 0.999988
Hezbollah_g-279d2017-11-17.txt 0.99998
Hezbollah_g-493d2008-08-31.txt 0.999989
Hezbollah_g-613d2017-11-17.txt 0.999983
Hezbollah_g-427d2017-11-17.txt 0.999989
Hezbollah_g-178d2017-11-17.txt 0.856414
Hezbollah_g-465d2017-11-17.txt 0.999356
Hezbollah_g-642d2017-11-17.txt 0.00275005
Hezbollah_g-634d2017-11-17.txt 0.000794409
Hezbollah_g-250d2017-11-17.txt 0.749492
Hezbollah_g-617d2017-11-17.txt 0.980031
Hezbollah_g-70d2017-11-17.txt 0.846331
Hezbollah_g-255d2017-11-17.txt 0.899501
Hezbollah_g-474d2017-11-17.txt 0.739403
Hezbollah_g-449d2017-11-17.txt 0.999989
Hezbollah_g-298d2017-11-17.txt 0.571476
Hezbollah_g-637d2017-11-17.txt 0.835716
Hezbollah_g-611d2017-11-17.txt 0.256543
Hezbollah_g-31d2017-11-17.txt 0.999631
Hezbollah_g-540d2017-11-17.txt 0.454529
Hezbollah_g-281d2017-11-17.txt 0.999991
Hezbollah_g-76d2017-11-17.txt 0.999572
Hezbollah_g-381d2017-11-17.txt 0.668922
Hezbollah_g-196d2017-11-17.txt 0.500122
Hezbollah_g-191d2017-11-17.txt 0.99998
Hezbollah_g-483d2017-11-17.txt 0.426521
Hezbollah_g-122d2017-11-17.txt 0.875679
Hezbollah_g-545d2017-11-17.txt 0.999706
Hezbollah_g-484d2017-11-17.txt 0.999748
Hezbollah_g-379d2017-11-17.txt 0.998249
Hezbollah_g-117d2017-11-17.txt 0.990851
Hezbollah_g-51d2017-11-17.txt 0.800025
Hezbollah_g-581d2008-01-23.txt 0.336273
Hezbollah_g-355d2017-11-17.txt 0.39988
Hezbollah_g-549d2017-11-17.txt 0.161532
Hezbollah_g-650d2009-02-28.txt 0.999991
Hezbollah_g-172d2017-11-17.txt 0.985954
Hezbollah_g-300d2017-11-17.txt 0.0648496
Hezbollah_g-441d2017-11-17.txt 0.767672
Hezbollah_g-21d2017-11-17.txt 0.987816
Hezbollah_g-272d2017-11-17.txt 0.999953
Hezbollah_g-101d2017-11-17.txt 0.351748
Hezbollah_g-47d2017-11-17.txt 0.427388
Hezbollah_g-660d2017-11-17.txt 0.999989
Hezbollah_g-623d2017-11-17.txt 0.397498
Hezbollah_g-262d2017-11-17.txt 0.999956
Hezbollah_g-268d2017-11-17.txt 0.999948
Hezbollah_g-319d2017-11-17.txt 0.999981
Hezbollah_g-489d2017-11-17.txt 0.999989
Hezbollah_g-124d2017-11-17.txt 0.843405
Hezbollah_g-635d2017-11-17.txt 0.187242
Hezbollah_g-376d2017-11-17.txt 0.573427
Hezbollah_g-645d2017-11-17.txt 0.999989
Hezbollah_g-71d2017-11-17.txt 0.218276
Hezbollah_g-235d2017-11-17.txt 0.999991
Hezbollah_g-398d2017-11-17.txt 0.999988
Hezbollah_g-357d2017-11-17.txt 0.999972
Hezbollah_g-495d2017-11-17.txt 0.999984
Hezbollah_g-334d2017-11-17.txt 0.999916
Hezbollah_g-377d2017-11-17.txt 0.999981
Hezbollah_g-50d2017-11-17.txt 0.999828
Hezbollah_g-12d2017-11-17.txt 0.750319
Hezbollah_g-291d2017-11-17.txt 0.723606
Hezbollah_g-97d2017-11-17.txt 0.418648
Hezbollah_g-399d2017-11-17.txt 0.99999
Hezbollah_g-142d2017-11-17.txt 0.140011
Hezbollah_g-205d2017-11-17.txt 0.999291
Hezbollah_g-589d2017-11-17.txt 0.999974
Hezbollah_g-215d2017-11-17.txt 0.414256
Hezbollah_g-405d2017-11-17.txt 0.999991
Hezbollah_g-24d2017-11-17.txt 0.999986
Hezbollah_g-424d2017-11-17.txt 0.310089
Hezbollah_g-234d2017-11-17.txt 0.666659
Hezbollah_g-332d2017-11-17.txt 0.750113
Hezbollah_g-59d2017-11-17.txt 0.999987
Hezbollah_g-374d2017-11-17.txt 0.999986
Hezbollah_g-287d2017-11-17.txt 0.999707
Hezbollah_g-105d2017-11-17.txt 0.175797
Hezbollah_g-36d2017-11-17.txt 0.999984
Hezbollah_g-108d2017-11-17.txt 0.524213
Hezbollah_g-223d2017-11-17.txt 0.000258183
Hezbollah_g-201d2017-11-17.txt 0.999989
Hezbollah_g-535d2017-11-17.txt 0.999796
Hezbollah_g-316d2017-11-17.txt 0.99971
Hezbollah_g-508d2008-08-26.txt 0.999991
Hezbollah_g-410d2017-11-17.txt 0.999989
Hezbollah_g-593d2017-11-17.txt 0.999823
Hezbollah_g-198d2017-11-17.txt 0.999624
Hezbollah_g-491d2017-11-17.txt 0.999985
Hezbollah_g-48d2017-11-17.txt 0.999988
Hezbollah_g-199d2017-11-17.txt 0.0118857
Hezbollah_g-610d2017-11-17.txt 0.00042507
Hezbollah_g-34d2017-11-17.txt 0.999432
Hezbollah_g-99d2017-11-17.txt 0.99999
Hezbollah_g-359d2017-11-17.txt 0.999987
Hezbollah_g-388d2017-11-17.txt 0.999994
Hezbollah_g-597d2017-11-17.txt 0.68188
Hezbollah_g-42d2017-11-17.txt 0.666627
Hezbollah_g-224d2017-11-17.txt 0.999961
Hezbollah_g-523d2017-11-17.txt 0.505303
Hezbollah_g-144d2017-11-17.txt 0.999982
Hezbollah_g-126d2017-11-17.txt 0.665232
Hezbollah_g-392d2017-11-17.txt 0.999984
Hezbollah_g-526d2017-11-17.txt 0.365917
Hezbollah_g-225d2017-11-17.txt 0.910405
Hezbollah_g-276d2017-11-17.txt 0.999487
Hezbollah_g-73d2017-11-17.txt 0.999993
Hezbollah_g-130d2017-11-17.txt 0.999987
Hezbollah_g-16d2011-12-13.txt 0.999973
Hezbollah_g-404d2009-01-04.txt 0.999988
Hezbollah_g-473d2017-11-17.txt 0.999983
Hezbollah_g-306d2017-11-17.txt 0.807232
Hezbollah_g-433d2017-11-17.txt 0.999478
Hezbollah_g-135d2017-11-17.txt 0.999681
Hezbollah_g-216d2017-11-17.txt 0.290609
Hezbollah_g-520d2017-11-17.txt 0.998525
Hezbollah_g-33d2017-11-17.txt 0.473559
Hezbollah_g-121d2017-11-17.txt 0.999987
Hezbollah_g-229d2017-11-17.txt 0.999154
Hezbollah_g-678d2017-11-17.txt 0.736664
Hezbollah_g-15d2017-11-17.txt 0.576008
Hezbollah_g-626d2017-11-17.txt 0.999984
Hezbollah_g-590d2017-11-17.txt 0.0645133
Hezbollah_g-601d2017-11-17.txt 0.990012
Hezbollah_g-432d2017-11-17.txt 0.999978
Hezbollah_g-464d2017-11-17.txt 0.99995
Hezbollah_g-612d2017-11-17.txt 0.499995
Hezbollah_g-147d2017-11-17.txt 0.998821
Hezbollah_g-647d2017-11-17.txt 0.334119
Hezbollah_g-411d2017-11-17.txt 0.99999
Hezbollah_g-90d2017-11-17.txt 0.997464
Hezbollah_g-217d2017-11-17.txt 0.99812
Hezbollah_g-616d2017-11-17.txt 0.999984
Hezbollah_g-2d2017-11-17.txt 0.999984
Hezbollah_g-256d2017-11-17.txt 0.999976
Hezbollah_g-171d2017-11-17.txt 0.999981
Hezbollah_g-6d2017-11-17.txt 0.999986
Hezbollah_g-365d2017-11-17.txt 0.204345
Hezbollah_g-211d2017-11-17.txt 0.999979
Hezbollah_g-521d2017-11-17.txt 0.734152
Hezbollah_g-487d2017-11-17.txt 0.43113
Hezbollah_g-514d2008-08-22.txt 0.999995
Hezbollah_g-204d2017-11-17.txt 0.999975
Hezbollah_g-180d2017-11-17.txt 0.999948
Hezbollah_g-456d2017-11-17.txt 0.562024
Hezbollah_g-118d2017-11-17.txt 0.00199965
Hezbollah_g-292d2017-11-17.txt 0.999985
Hezbollah_g-584d2017-11-17.txt 0.785978
Hezbollah_g-289d2017-11-17.txt 0.982657
Hezbollah_g-8d2017-11-17.txt 0.99951
Hezbollah_g-497d2017-11-17.txt 0.671496
Hezbollah_g-64d2017-11-17.txt 0.999975
Hezbollah_g-277d2017-11-17.txt 0.510193
Hezbollah_g-622d2017-11-17.txt 0.999983
Hezbollah_g-659d2017-11-17.txt 0.495898
Hezbollah_g-358d2017-11-17.txt 0.121547
Hezbollah_g-499d2017-11-17.txt 0.99993
Hezbollah_g-371d2017-11-17.txt 0.999982
Hezbollah_g-120d2017-11-17.txt 0.999991
Hezbollah_g-185d2017-11-17.txt 0.999984
Hezbollah_g-440d2017-11-17.txt 0.578629
Hezbollah_g-81d2017-11-17.txt 0.561896
Hezbollah_g-494d2017-11-17.txt 0.999966
Hezbollah_g-69d2017-11-17.txt 0.409183
Hezbollah_g-164d2017-11-17.txt 0.999689
Hezbollah_g-503d2017-11-17.txt 0.999976
Hezbollah_g-322d2017-11-17.txt 0.336284
Hezbollah_g-35d2017-11-17.txt 0.0111628
Hezbollah_g-360d2017-11-17.txt 0.999976
Hezbollah_g-133d2017-11-17.txt 0.99996
Hezbollah_g-648d2017-11-17.txt 0.567094
Hezbollah_g-546d2017-11-17.txt 0.999992
Hezbollah_g-419d2017-11-17.txt 0.129103
Hezbollah_g-450d2017-11-17.txt 0.500618
Hezbollah_g-136d2017-11-17.txt 0.726917
Hezbollah_g-438d2017-11-17.txt 0.663832
Hezbollah_g-315d2017-11-17.txt 0.999976
Hezbollah_g-111d2017-11-17.txt 0.999677
Hezbollah_g-466d2017-11-17.txt 0.997641
Hezbollah_g-591d2017-11-17.txt 0.999879
Hezbollah_g-10d2017-11-17.txt 0.999988
Hezbollah_g-513d2017-11-17.txt 0.999538
Hezbollah_g-485d2017-11-17.txt 0.999981
Hezbollah_g-431d2017-11-17.txt 0.685743
Hezbollah_g-54d2017-11-17.txt 0.99999
Hezbollah_g-181d2017-11-17.txt 0.999991
Hezbollah_g-452d2017-11-17.txt 0.588645
Hezbollah_g-631d2017-11-17.txt 0.876017
Hezbollah_g-442d2017-11-17.txt 0.999943
Hezbollah_g-127d2017-11-17.txt 0.984998
Hezbollah_g-109d2017-11-17.txt 0.857219
Hezbollah_g-504d2017-11-17.txt 0.657574
Hezbollah_g-516d2017-11-17.txt 0.999593
Hezbollah_g-400d2009-01-14.txt 0.833338
Hezbollah_g-153d2017-11-17.txt 0.999523
Hezbollah_g-179d2017-11-17.txt 0.147658
Hezbollah_g-564d2017-11-17.txt 0.999988
Hezbollah_g-434d2017-11-17.txt 0.00110327
Hezbollah_g-656d2017-11-17.txt 0.993544
Hezbollah_g-266d2017-11-17.txt 0.999983
Hezbollah_g-476d2017-11-17.txt 0.646788
Hezbollah_g-19d2017-11-17.txt 0.899805
Hezbollah_g-241d2017-11-17.txt 0.863473
Hezbollah_g-143d2017-11-17.txt 0.248372
Hezbollah_g-335d2017-11-17.txt 0.490759
Hezbollah_g-3d2017-11-17.txt 0.999986
Hezbollah_g-496d2017-11-17.txt 0.999984
Hezbollah_g-471d2017-11-17.txt 0.999868
Hezbollah_g-146d2017-11-17.txt 0.0115678
Hezbollah_g-479d2017-11-17.txt 0.99999
Hezbollah_g-594d2017-11-17.txt 0.999608
Hezbollah_g-258d2017-11-17.txt 0.999764
Hezbollah_g-654d2008-08-29.txt 0.999989
Hezbollah_g-57d2017-11-17.txt 0.318326
Hezbollah_g-325d2017-11-17.txt 0.976157
Hezbollah_g-389d2017-11-17.txt 0.999879
Hezbollah_g-657d2017-11-17.txt 0.696924
Hezbollah_g-294d2017-11-17.txt 0.99996
Hezbollah_g-605d2017-11-17.txt 0.999985
Hezbollah_g-288d2017-11-17.txt 0.948517
Hezbollah_g-295d2017-11-17.txt 0.311714
Hezbollah_g-567d2017-11-17.txt 0.578097
Hezbollah_g-62d2017-11-17.txt 0.00247881
Hezbollah_g-78d2017-11-17.txt 0.0179041
Hezbollah_g-662d2017-11-17.txt 0.989589
Hezbollah_g-462d2017-11-17.txt 0.660705
Hezbollah_g-310d2017-11-17.txt 0.500133
Hezbollah_g-429d2017-11-17.txt 0.999969
Hezbollah_g-77d2017-11-17.txt 0.000991222
Hezbollah_g-641d2017-11-17.txt 0.999985
Hezbollah_g-263d2017-11-17.txt 0.99996
Hezbollah_g-151d2017-11-17.txt 0.99943
Hezbollah_g-239d2017-11-17.txt 0.652694
Hezbollah_g-477d2017-11-17.txt 0.528527
Hezbollah_g-663d2017-11-17.txt 0.00215994
Hezbollah_g-343d2017-11-17.txt 0.49013
Hezbollah_g-511d2017-11-17.txt 0.395423
Hezbollah_g-125d2017-11-17.txt 0.156979
Hezbollah_g-26d2017-11-17.txt 0.431609
Hezbollah_g-412d2017-11-17.txt 0.99999
Hezbollah_g-9d2017-11-17.txt 0.999894
Hezbollah_g-430d2017-11-17.txt 0.99999
Hezbollah_g-677d2017-11-17.txt 0.968706
Hezbollah_g-115d2017-11-17.txt 0.999705
Hezbollah_g-486d2017-11-17.txt 0.998881
Hezbollah_g-74d2017-11-17.txt 0.84401
Hezbollah_g-230d2017-11-17.txt 0.999977
Hezbollah_g-553d2017-11-17.txt 0.997561
Hezbollah_g-222d2017-11-17.txt 0.000363752
Hezbollah_g-206d2017-11-17.txt 0.999982
Hezbollah_g-435d2017-11-17.txt 0.999985
Hezbollah_g-214d2017-11-17.txt 0.999875
Hezbollah_g-269d2017-11-17.txt 0.99999
Hezbollah_g-463d2017-11-17.txt 0.431251
Hezbollah_g-43d2017-11-17.txt 0.999986
Hezbollah_g-327d2017-11-17.txt 0.999956
Hezbollah_g-244d2017-11-17.txt 0.999986
Hezbollah_g-519d2017-11-17.txt 0.460281
Hezbollah_g-363d2017-11-17.txt 0.999981
Hezbollah_g-661d2017-11-17.txt 0.841519
Hezbollah_g-406d2017-11-17.txt 0.999992
Hezbollah_g-614d2017-11-17.txt 0.999991
Hezbollah_g-138d2017-11-17.txt 0.639332
Hezbollah_g-333d2017-11-17.txt 0.00842489
Hezbollah_g-174d2017-11-17.txt 0.99999
Hezbollah_g-176d2017-11-17.txt 0.6681
Hezbollah_g-572d2017-11-17.txt 0.599563
Hezbollah_g-470d2017-11-17.txt 0.15342
Hezbollah_g-628d2017-11-17.txt 0.99997
Hezbollah_g-331d2017-11-17.txt 0.999974
Hezbollah_g-378d2017-11-17.txt 0.999979
Hezbollah_g-565d2017-11-17.txt 0.993859
Hezbollah_g-417d2017-11-17.txt 0.9985
Hezbollah_g-248d2017-11-17.txt 0.999977
Hezbollah_g-190d2017-11-17.txt 0.99991
Hezbollah_g-137d2017-11-17.txt 0.999971
Hezbollah_g-492d2017-11-17.txt 0.978229
Hezbollah_g-668d2017-11-17.txt 0.99999
Hezbollah_g-4d2017-11-17.txt 0.999928
Hezbollah_g-624d2017-11-17.txt 0.877312
Hezbollah_g-80d2017-11-17.txt 0.34045
Hezbollah_g-533d2017-11-17.txt 0.627924
Hezbollah_g-444d2017-11-17.txt 0.999974
Hezbollah_g-455d2017-11-17.txt 0.00294802
Hezbollah_g-309d2017-11-17.txt 0.999993
Hezbollah_g-566d2017-11-17.txt 0.99771
Hezbollah_g-329d2017-11-17.txt 0.000257461
Hezbollah_g-119d2017-11-17.txt 0.245758
Hezbollah_g-157d2017-11-17.txt 0.999987
Hezbollah_g-195d2017-11-17.txt 0.499727
Hezbollah_g-218d2017-11-17.txt 0.999946
Hezbollah_g-251d2010-07-30.txt 0.999986
Hezbollah_g-260d2010-07-23.txt 0.262124
Hezbollah_g-356d2017-11-17.txt 0.981244
Hezbollah_g-478d2017-11-17.txt 0.749994
Hezbollah_g-443d2017-11-17.txt 0.314785
Hezbollah_g-621d2017-11-17.txt 0.99998
Hezbollah_g-68d2017-11-17.txt 0.00112455
Hezbollah_g-346d2017-11-17.txt 0.999984
Hezbollah_g-574d2017-11-17.txt 0.564192
Hezbollah_g-184d2017-11-17.txt 0.000850952
Hezbollah_g-630d2017-11-17.txt 0.487162
Hezbollah_g-646d2017-11-17.txt 0.579732
Hezbollah_g-231d2017-11-17.txt 0.530307
Hezbollah_g-252d2017-11-17.txt 0.998956
Hezbollah_g-604d2017-11-17.txt 0.999992
Hezbollah_g-349d2017-11-17.txt 0.666742
Hezbollah_g-551d2017-11-17.txt 0.999986
Hezbollah_g-467d2017-11-17.txt 0.315552
Hezbollah_g-528d2017-11-17.txt 0.999984
Hezbollah_g-576d2008-08-25.txt 0.999992
Hezbollah_g-569d2017-11-17.txt 0.999659
Hezbollah_g-599d2017-11-17.txt 0.999986
Hezbollah_g-273d2017-11-17.txt 0.999992
Hezbollah_g-488d2017-11-17.txt 0.999978
Hezbollah_g-100d2017-11-17.txt 0.999111
Hezbollah_g-313d2017-11-17.txt 0.999984
Hezbollah_g-209d2017-11-17.txt 0.00912071
Hezbollah_g-420d2017-11-17.txt 0.999994
Hezbollah_g-302d2017-11-17.txt 0.999945
Hezbollah_g-556d2017-11-17.txt 0.99999
Hezbollah_g-532d2017-11-17.txt 0.486301
Hezbollah_g-579d2017-11-17.txt 0.99998
Hezbollah_g-665d2017-11-17.txt 0.312693
Hezbollah_g-162d2017-11-17.txt 0.999983
Hezbollah_g-351d2017-11-17.txt 0.999988
Hezbollah_g-86d2017-11-17.txt 0.999986
Hezbollah_g-304d2017-11-17.txt 0.99998
Hezbollah_g-414d2017-11-17.txt 0.999995
Hezbollah_g-149d2017-11-17.txt 0.500001
Hezbollah_g-606d2017-11-17.txt 0.497229
Hezbollah_g-245d2010-08-05.txt 0.705247
Hezbollah_g-13d2017-11-17.txt 0.967839
Hezbollah_g-328d2017-11-17.txt 0.999988
Hezbollah_g-350d2017-11-17.txt 0.999981
Hezbollah_g-56d2017-11-17.txt 0.999974
Hezbollah_g-436d2017-11-17.txt 0.999966
Hezbollah_g-409d2017-11-17.txt 0.999983
Hezbollah_g-103d2017-11-17.txt 0.143573
Hezbollah_g-413d2017-11-17.txt 0.999986
Hezbollah_g-152d2017-11-17.txt 0.71279
Hezbollah_g-159d2017-11-17.txt 0.999992
Hezbollah_g-25d2017-11-17.txt 0.999987
Hezbollah_g-249d2017-11-17.txt 0.501449
Hezbollah_g-669d2017-11-17.txt 0.99992
Hezbollah_g-580d2017-11-17.txt 0.998146
Hezbollah_g-177d2017-11-17.txt 0.999952
Hezbollah_g-297d2017-11-17.txt 0.68026
Hezbollah_g-568d2017-11-17.txt 0.666808
Hezbollah_g-563d2017-11-17.txt 0.00180704
Hezbollah_g-366d2017-11-17.txt 0.651843
Hezbollah_g-460d2017-11-17.txt 0.541171
Hezbollah_g-202d2017-11-17.txt 0.977422
Hezbollah_g-451d2017-11-17.txt 0.999217
Hezbollah_g-373d2017-11-17.txt 0.999989
Hezbollah_g-166d2017-11-17.txt 0.999041
Hezbollah_g-110d2017-11-17.txt 0.365039
Hezbollah_g-339d2017-11-17.txt 0.336648
Hezbollah_g-407d4-6-1967.txt 0.999991
Hezbollah_g-129d2017-11-17.txt 0.999965
Hezbollah_g-422d2017-11-17.txt 0.427364
Hezbollah_g-91d2017-11-17.txt 0.999983
Hezbollah_g-52d2017-11-17.txt 0.974892
Hezbollah_g-337d2017-11-17.txt 0.999886
Hezbollah_g-575d2017-11-17.txt 0.99999
Hezbollah_g-261d2017-11-17.txt 0.503707
Hezbollah_g-354d2017-11-17.txt 0.988767
Hezbollah_g-459d2017-11-17.txt 0.136096
Hezbollah_g-426d2017-11-17.txt 0.999985
Hezbollah_g-375d2017-11-17.txt 0.999981
Hezbollah_g-107d2017-11-17.txt 0.998351
Hezbollah_g-299d2017-11-17.txt 0.999826
Hezbollah_g-145d2017-11-17.txt 0.987074
Hezbollah_g-439d2017-11-17.txt 0.999985
Hezbollah_g-82d2017-11-17.txt 0.999984
Hezbollah_g-362d2017-11-17.txt 0.231203
Hezbollah_g-552d2017-11-17.txt 0.999972
Hezbollah_g-41d2017-11-17.txt 0.515445
Hezbollah_g-88d2017-11-17.txt 0.559822
Hezbollah_g-670d2017-11-17.txt 0.999916
Hezbollah_g-87d2017-11-17.txt 0.500031
Hezbollah_g-558d2017-11-17.txt 0.999981
Hezbollah_g-541d2017-11-17.txt 0.0222085
Hezbollah_g-632d2017-11-17.txt 0.580629
Hezbollah_g-116d2011-04-04.txt 0.666673
